project_id,building_id,designation_id,project_halted,project_general_last_update,building_count,designation_count,gush,helka,X,Y,municipality_id,municipality_name,building_info_last_update,building_street,building_address_number,building_address_entrance,building_migrash,floors_above_ground,building_area,standard_name_id,standard_name,standard_designation_id,standard_designation_name,standard_designation_main_use,main_use_name,route,designation_area,residential_units,designation_info_last_update,certification_status,certificate_date_pre,certificate_insert_date_pre,certificate_score_pre,certificate_stars_pre,certificate_energy_pre,certificate_date_a,certificate_insert_date_a,certificate_score_a,certificate_stars_a,certificate_energy_a,certificate_date_b,certificate_insert_date_b,certificate_score_b,certificate_stars_b,certificate_energy_b,designation_info_status
876,728,630,הבדיקה בוצעה,30/05/2022,1,1,7131,150,177295.98398652,658784.04757171,16,בת ים,22/12/2021,מבצע סיני,21,,,10,8096,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8096,68,11/04/2022,שלב א,,,,,,11/04/2022,17/04/2022,58,1,C,,,,,,לא סופי
877,729,631,הבדיקה בוצעה,30/05/2022,1,1,6338,125,185330.20631311,669067.74719246,76,תל אביב - יפו,01/11/2021,,,,,1,2269,5,2016 סיוון התשע״ו - מאי,12,משרדים - חדש,40,משרדים,חדש,2269,0,01/11/2021,שלב מקדמי,15/11/2021,06/04/2022,44.5,1,A,,,,,,,,,,,לא סופי
878,730,632,הבדיקה בוצעה,30/05/2022,2,1,3934,39,181433.80759103,652346.6517177,67,ראשון לציון,01/03/2022,"הרצל ",86,,0,9,3809,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,3809,0,01/03/2022,שלב מקדמי,29/03/2022,04/04/2022,55,1,B,,,,,,,,,,,לא סופי
879,732,633,הבדיקה בוצעה,29/05/2022,1,1,6158,855,183632.01215452,664993.87783235,71,רמת גן,05/04/2022,"הרא""ה 120","הרא""ה",,,8.5,2793,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2793,33,29/05/2022,שלב מקדמי,15/02/2022,06/04/2022,63,1,C,,,,,,,,,,,לא סופי
882,735,636,הבדיקה בוצעה,18/05/2022,1,1,8124,206,194215.81317447,691113.58934445,34,כפר יונה,10/07/2021,מנחם בגין,,,550,8,17981,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,17981,148,18/05/2022,שלב מקדמי,20/07/2021,20/07/2021,55.5,1,C,,,,,,,,,,,לא סופי
883,736,637,הבדיקה בוצעה,25/03/2024,1,1,7655,313,188719.95121074,677426.47214461,73,רעננה,16/05/2024,בורוכוב,86,,0,9,14300,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,14300,64,07/04/2022,שלב ב,,,,,,,,,,,16/05/2022,12/05/2024,57.5,1,C,לא סופי
889,738,638,הבדיקה בוצעה,25/03/2024,1,1,7466,"57,58",178388.59795466,664082.25532912,76,תל אביב - יפו,24/04/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,23/03/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
892,744,645,הבדיקה בוצעה,03/05/2022,1,1,6128,542,181562,665237,71,רמת גן,21/04/2021,"תש""י","1,3",,"ל""ר",9,4500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4500,47,10/04/2021,התקשרות,,,,,,,,,,,,,,,,לא סופי
893,745,646,הבדיקה בוצעה,03/05/2022,1,2,6159,340,183595.53938466,665737.07323023,71,רמת גן,22/12/2021,"הבנים ",8,,,7,3700,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3700,24,15/03/2022,שלב מקדמי,26/12/2021,04/04/2022,61,1,B,,,,,,,,,,,לא סופי
894,746,648,הבדיקה בוצעה,03/05/2022,1,1,6206,153,181910.56995689,666469.72635045,71,רמת גן,11/08/2021,"איתמר ","2 ",,,9,4441,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4441,23,11/08/2021,שלב מקדמי,01/09/2021,04/04/2022,62.5,1,C,,,,,,,,,,,לא סופי
895,747,649,הבדיקה בוצעה,03/05/2022,1,1,6388,72,190218.48806198,664724.82956882,55,פתח תקווה,04/08/2021,קיש,16,,,9.5,4000,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4000,36,04/08/2021,התקשרות,,,,,,,,,,,,,,,,לא סופי
896,748,650,הבדיקה בוצעה,03/05/2022,1,1,6167,591,182482.42322584,665103.09329852,18,גבעתיים,02/08/2021,"השניים ",24,,-,5.5,1057,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1057,8,02/08/2021,שלב מקדמי,17/08/2021,04/04/2022,61.5,1,C,,,,,,,,,,,לא סופי
898,750,651,הבדיקה בוצעה,03/05/2022,1,1,6536,622,185494.69542917,675240.82285659,21,הרצליה,13/07/2021,החלוץ 24 הרצליה,24,,,8,1750,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1750,15,13/07/2021,שלב מקדמי,02/09/2021,04/04/2022,55,1,B,,,,,,,,,,,לא סופי
899,751,652,הבדיקה בוצעה,29/07/2024,2,1,3925,"737,738",181511.99773545,651073.70304016,67,ראשון לציון,01/07/2021,"משעול ",5,,2,11,14534,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,14534,47,25/07/2024,שלב מקדמי,05/04/2021,01/07/2021,56,1,B,,,,,,,,,,,לא סופי
900,753,654,הבדיקה בוצעה,16/03/2024,,,7134,,,,16,בת ים,,,,,,10,,5,2016 סיוון התשע״ו - מאי,23,,,מגורים,שיפוץ,3000,30,,,,,,,,,,,,,,,,,,לא סופי
901,754,655,הבדיקה בוצעה,03/05/2022,1,1,6582,418,186800,676596,73,רעננה,06/03/2022,הצליל,11,,0,3,2101,10,2011 - התשע״א,51,מגורים,10,מגורים,חדש,2101,10,06/03/2022,שלב ב,,,,,,,,,,,01/12/2021,06/03/2022,60,1,B,פורסם סופי
906,758,659,הבדיקה בוצעה,25/03/2024,1,1,6914,101,178195.2891475,664487.47723123,76,תל אביב - יפו,20/09/2021,אלנבי,26,,,7,1600,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1600,21,05/04/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
908,759,660,הבדיקה בוצעה,26/04/2022,1,1,6417,862,184690.97323756,671965.0910493,72,רמת השרון,06/04/2022,,,,,7,3154,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3154,28,30/12/2021,שלב מקדמי,05/01/2022,06/04/2022,60.5,1,C,,,,,,,,,,,לא סופי
909,760,661,הבדיקה בוצעה,26/04/2022,1,1,6212,134,180312.76601395,666891.04050383,76,תל אביב - יפו,09/11/2021,,,,,8,2700,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2700,32,09/11/2021,שלב מקדמי,25/11/2021,06/04/2022,59.5,1,B,,,,,,,,,,,לא סופי
910,761,662,הבדיקה בוצעה,22/07/2024,1,1,6160,,182669.9555033,664373.86622854,18,גבעתיים,31/10/2021,,,,,5,11330,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,11330,105,22/07/2024,שלב מקדמי,14/12/2021,06/04/2022,62,1,C,,,,,,,,,,,לא סופי
911,762,663,הבדיקה בוצעה,26/04/2022,1,1,6586,188,188810.73469298,675911.27943103,73,רעננה,29/08/2021,,,,,6,960,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,960,9,29/08/2021,שלב מקדמי,29/09/2021,10/04/2022,56.5,1,C,,,,,,,,,,,לא סופי
916,767,667,הבדיקה בוצעה,26/04/2022,1,1,6418,197,185183.41520823,672059.75623701,72,רמת השרון,15/03/2022,,,,,8,2735,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2735,27,15/03/2022,שלב מקדמי,28/03/2022,04/04/2022,59.5,1,C,,,,,,,,,,,לא סופי
918,771,668,הבדיקה בוצעה,26/04/2022,1,1,8138,"40,66",191352.53654221,691741.07236476,34,כפר יונה,04/04/2022,,,,,3,7967,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,7967,0,30/03/2022,שלב א,,,,,,31/03/2022,04/04/2022,55.5,1,C,,,,,,לא סופי
919,772,669,הבדיקה בוצעה,26/04/2022,1,1,6625,924,183223.95821475,669647.7100104,76,תל אביב - יפו,18/01/2022,,,,,8,6942,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6942,68,18/01/2022,שלב מקדמי,30/01/2022,06/04/2022,62,1,B,,,,,,,,,,,לא סופי
920,773,670,הבדיקה בוצעה,26/04/2022,1,1,6206,87,181869.39129461,666471.81729485,71,רמת גן,12/01/2022,"רחובות הנהר ",1,,,9,3668,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3668,25,12/01/2022,שלב מקדמי,24/01/2022,06/04/2022,62,1,B,,,,,,,,,,,לא סופי
921,774,671,הבדיקה בוצעה,26/04/2022,1,1,3648,37,181484.54983206,645288.36568697,69,רחובות,06/04/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,05/01/2022,שלב מקדמי,24/01/2022,06/04/2022,55.5,1,C,,,,,,,,,,,לא סופי
924,777,674,הבדיקה בוצעה,26/04/2022,1,1,6536,799,185978.62707729,675311.47865951,21,הרצליה,06/04/2022,,,,,2.5,667,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,667,12,29/12/2021,שלב מקדמי,13/01/2022,06/04/2022,61.5,1,A+,,,,,,,,,,,לא סופי
926,779,675,הבדיקה בוצעה,21/05/2024,2,1,6495,500,186912.77410849,663679.23725708,58,קרית אונו,08/03/2022,השקד,,,2,17,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,80,18/01/2022,שלב מקדמי,18/01/2022,08/03/2022,59,1,C,,,,,,,,,,,לא סופי
926,780,676,הבדיקה בוצעה,21/05/2024,2,1,6495,500,186912.77410849,663679.23725708,58,קרית אונו,08/03/2022,השקד,,,2,24,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,115,18/01/2022,שלב מקדמי,18/01/2022,08/03/2022,59,1,C,,,,,,,,,,,לא סופי
927,781,677,הבדיקה בוצעה,25/04/2022,1,1,6957,136,179228.25441175,666407.12450258,76,תל אביב - יפו,08/03/2022,בזל,27,,2261,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,24,19/01/2022,שלב מקדמי,19/01/2022,08/03/2022,63,1,B,,,,,,,,,,,לא סופי
929,783,679,הבדיקה בוצעה,25/04/2022,1,1,7430,31,178890.46302863,664009.25600172,76,תל אביב - יפו,08/03/2022,שינקין,42,,2424,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,23,30/01/2022,שלב מקדמי,30/01/2022,08/03/2022,65.5,2,B,,,,,,,,,,,לא סופי
930,784,680,הבדיקה בוצעה,25/04/2022,2,1,6181,250,183841.13013458,663230.38098458,71,רמת גן,09/03/2022,משה דיין,35,,3886,10,3144,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3144,18,09/03/2022,שלב מקדמי,31/01/2022,09/03/2022,61,1,B,,,,,,,,,,,לא סופי
930,785,681,הבדיקה בוצעה,25/04/2022,2,1,6181,250,183841.13013458,663230.38098458,71,רמת גן,09/03/2022,משה דיין,37,,3886,10,3776,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3776,18,09/03/2022,שלב מקדמי,31/01/2022,09/03/2022,61,1,B,,,,,,,,,,,לא סופי
931,786,682,הבדיקה בוצעה,25/04/2022,2,1,7223,"24,57",180757.94721562,669233.40195168,76,תל אביב - יפו,09/03/2022,יהודה הנשיא,9,,2051,10,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,38,02/02/2022,שלב מקדמי,02/02/2022,09/03/2022,68,2,B,,,,,,,,,,,לא סופי
931,787,683,הבדיקה בוצעה,25/04/2022,2,1,7223,"24,57",180757.94721562,669233.40195168,76,תל אביב - יפו,09/03/2022,"יהודה הנשיא ",11,,2051,10,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,38,02/02/2022,שלב מקדמי,02/02/2022,09/03/2022,68,2,B,,,,,,,,,,,לא סופי
932,788,684,הבדיקה בוצעה,21/01/2024,1,1,6158,1488,183333.63310438,664520.2554486,71,רמת גן,09/03/2022,חורגין,32,,3019,8,3409,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3409,18,07/02/2022,שלב מקדמי,07/02/2022,09/03/2022,60,1,B,,,,,,,,,,,לא סופי
933,789,685,הבדיקה בוצעה,25/04/2022,1,1,6161,566,182652.15175378,664028.57795709,18,גבעתיים,09/03/2022,גולומב,54,,2054,6,2307,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2307,12,14/02/2022,שלב מקדמי,14/02/2022,09/03/2022,63.5,1,B,,,,,,,,,,,לא סופי
934,790,686,הבדיקה בוצעה,25/04/2022,1,1,6903,47,179119.14192044,665346.80503413,76,תל אביב - יפו,05/03/2022,שלמה המלך,55,,2277,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,8,20/02/2022,שלב מקדמי,20/02/2022,05/03/2022,65,2,B,,,,,,,,,,,לא סופי
935,791,687,הבדיקה בוצעה,07/09/2023,1,1,6168,236,182885.54631276,665127.29129625,18,גבעתיים,08/03/2022,סירקין,30,,236,8,5020,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5020,22,07/09/2023,שלב מקדמי,08/03/2022,08/03/2022,58.5,1,C,,,,,,,,,,,לא סופי
936,792,688,הבדיקה בוצעה,25/04/2022,1,1,8982,17,178548.9920135,663040.16664718,76,תל אביב - יפו,08/03/2022,לוינסקי,35,,2221,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,13,08/03/2022,שלב מקדמי,08/03/2022,08/03/2022,59.5,1,B,,,,,,,,,,,לא סופי
937,793,689,הבדיקה בוצעה,25/04/2022,1,1,8259,91,186175.533676,692096.43736795,50,נתניה,31/03/2022,"השבעה ",17,,,7,2647,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2647,13,31/03/2022,שלב מקדמי,31/03/2022,31/03/2022,59,1,C,,,,,,,,,,,לא סופי
938,794,690,הבדיקה בוצעה,19/09/2023,1,1,7282,92,179893.60622915,654441.13827193,67,ראשון לציון,12/04/2022,פוזננסקי,1,,2,14,12237,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,12237,58,19/09/2023,שלב מקדמי,12/04/2022,12/04/2022,59,1,B,,,,,,,,,,,לא סופי
940,795,691,הבדיקה בוצעה,25/04/2022,1,1,2451,9,168014.61032089,636689.48702481,8,אשדוד,08/03/2022,האומן,18,,0,1,25379,11,2014 חלק 9 - תעשייה,69,9.1 בנייני תעשייה,90,תעשייה,חדש,25379,0,07/03/2022,שלב מקדמי,07/03/2022,08/03/2022,55,1,B,,,,,,,,,,,לא סופי
941,796,692,הבדיקה בוצעה,25/04/2022,1,1,3694,138,182697.03031073,645591.08034883,69,רחובות,07/04/2022,הגרא,5,,,8.5,4035,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4035,19,14/02/2022,שלב מקדמי,15/02/2022,08/03/2022,56,1,C,,,,,,,,,,,לא סופי
942,797,693,הבדיקה בוצעה,25/04/2022,1,1,6126,190,182846.52019304,665566.83123783,71,רמת גן,08/03/2022,-,-,,-,5,1311,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1311,12,03/02/2022,שלב מקדמי,13/02/2022,08/03/2022,66,2,A,,,,,,,,,,,לא סופי
943,798,694,הבדיקה בוצעה,25/04/2022,1,1,7425,16,178472.61821607,663314.89183812,76,תל אביב - יפו,05/04/2022,מזרחי,32,,,6,1040,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1040,13,05/04/2022,שלב מקדמי,30/01/2022,06/04/2022,58,1,B,,,,,,,,,,,לא סופי
945,799,695,הבדיקה בוצעה,25/04/2022,1,2,6145,1141,183401.04334535,663732.32404662,71,רמת גן,04/04/2022,"חד נס ",11,,,10,1967,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1967,18,04/04/2022,שלב מקדמי,13/03/2022,06/04/2022,58.1,1,C,,,,,,,,,,,לא סופי
947,801,697,הבדיקה בוצעה,10/04/2022,1,1,6536,529,186053.47519987,675129.20948466,21,הרצליה,23/08/2021,יגאל אלון,39,,-,7,2642,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2642,30,23/08/2021,שלב מקדמי,23/01/2022,06/04/2022,66.5,2,B,,,,,,,,,,,לא סופי
948,802,698,הבדיקה בוצעה,10/04/2022,1,1,6532,289,185669.15768651,675053.42184454,21,הרצליה,25/08/2021,אחד העם,9,,,7,6532,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6532,50,25/08/2021,שלב מקדמי,12/10/2021,10/04/2022,65,2,A,,,,,,,,,,,לא סופי
949,803,699,הבדיקה בוצעה,10/04/2022,1,1,6533,118,185178.28198701,674734.74653853,21,הרצליה,10/03/2022,-,-,,-,8,1400,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1400,14,09/03/2022,שלב א,09/03/2022,10/03/2022,56.5,1,B,09/03/2022,10/04/2022,56.6,1,B,,,,,,לא סופי
950,804,700,הבדיקה בוצעה,04/04/2022,1,1,7621,482,189740,678268,35,כפר סבא,10/03/2022,ספיר,21,,0,29,10000,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,10000,114,10/03/2022,שלב ב,,,,,,,,,,,01/12/2021,10/03/2022,65,2,A,פורסם סופי
953,806,702,הבדיקה בוצעה,03/04/2022,1,1,6960,42,178788,666486,76,תל אביב - יפו,10/03/2022,ויתקין,20,,0,2,1190,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1190,7,10/03/2022,שלב ב,,,,,,,,,,,01/12/2021,10/03/2022,55.5,1,B,לא סופי
954,807,703,הבדיקה בוצעה,03/04/2022,1,1,6161,250,182277,664194,18,גבעתיים,10/03/2022,שדה בוק,17-19,,622,7,3503,10,2011 - התשע״א,51,מגורים,10,מגורים,חדש,3503,24,10/03/2022,שלב ב,,,,,,,,,,,01/12/2021,10/03/2022,56.2,1,A,לא סופי
957,811,707,הבדיקה בוצעה,28/03/2022,2,1,3515,185,174256,641492,30,יבנה,20/03/2022,יהודה הלוי,21,,,10,4429,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4429,39,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55,1,B,פורסם סופי
957,812,708,הבדיקה בוצעה,28/03/2022,2,1,3515,185,174256,641492,30,יבנה,20/03/2022,יהודה הלוי,23,,,10,4429,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4429,39,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55,1,B,פורסם סופי
958,813,709,הבדיקה בוצעה,28/03/2022,2,1,3515,"189,188",174285,641627,30,יבנה,20/03/2022,שי עגנון,13,,0,10,2350,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2350,38,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55,1,B,פורסם סופי
958,814,710,הבדיקה בוצעה,28/03/2022,2,1,3515,"189,188",174285,641627,30,יבנה,20/03/2022,שי עגנון,15,,0,10,2350,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2350,38,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55,1,B,פורסם סופי
959,815,711,הבדיקה בוצעה,28/03/2022,2,1,3515,"225,187",174332,641758,30,יבנה,20/03/2022,שי עגנון,9,,0,10,2376,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2376,38,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55,1,B,פורסם סופי
959,816,712,הבדיקה בוצעה,28/03/2022,2,1,3515,"225,187",174332,641758,30,יבנה,20/03/2022,שי עגנון,11,,0,10,2376,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2376,38,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55,1,B,פורסם סופי
960,817,713,הבדיקה בוצעה,28/03/2022,2,1,6636,703,183576,668437,76,תל אביב - יפו,20/03/2022,מינץ בנימין,18,,0,5,3500,10,2011 - התשע״א,51,מגורים,10,מגורים,חדש,3500,20,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,57.7,1,B,פורסם סופי
960,818,714,הבדיקה בוצעה,28/03/2022,2,1,6636,703,183576,668437,76,תל אביב - יפו,20/03/2022,מינץ בנימין,22,,0,6,3631,10,2011 - התשע״א,51,מגורים,10,מגורים,חדש,3631,20,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,57.7,1,B,פורסם סופי
961,819,715,הבדיקה בוצעה,28/03/2022,2,1,6160,"422,426",182300,664480,18,גבעתיים,20/03/2022,ברדיצ'בסקי,33,,0,3,1811,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1811,12,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,58.5,1,A,פורסם סופי
961,820,716,הבדיקה בוצעה,28/03/2022,2,1,6160,"422,426",182300,664480,18,גבעתיים,20/03/2022,ברדיצ'בסקי,35,,,3,1811,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1811,12,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,58.5,1,A,פורסם סופי
962,821,717,הבדיקה בוצעה,28/03/2022,2,1,7083,201,178078,662785,76,תל אביב - יפו,20/03/2022,קומפורט,9,,0,15,7033,10,2011 - התשע״א,51,מגורים,10,מגורים,חדש,7033,60,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55.9,1,B,פורסם סופי
962,822,718,הבדיקה בוצעה,28/03/2022,2,1,7083,201,178078,662785,76,תל אביב - יפו,20/03/2022,קומפורט,11,,0,16,7152,10,2011 - התשע״א,51,מגורים,10,מגורים,חדש,7152,61,20/03/2022,שלב ב,,,,,,,,,,,01/12/2021,20/03/2022,55.9,1,B,פורסם סופי
